"286c1719879e0b5d1b0d665d4bdfdf835e0f7b40,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestTaskImpl.java,TestTaskImpl.java,1,12444.66385148365,50,4,0,26,0,1,59,35,0,1,61,65,640,196,7,11730.555393451585,49,4,0,28,0,1,47,24,0,1,52,47,454,235,Rename Method,Rename Method	private runSpeculativeTaskAttemptSucceedsEvenIfFirstFails(failEvent TaskEventType) : void renamed to private runSpeculativeTaskAttemptSucceeds(firstAttemptFinishEvent TaskEventType) : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestTaskImpl"
"d0bca3557f3655cb7613af2880d0b98bc8ec9598,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestReservationInputValidator.java,TestReservationInputValidator.java,2,20891.49418497501,31,1,0,7,0,2,27,25,0,18,42,58,539,0,0,18495.850547897546,33,1,0,7,0,2,36,33,0,21,48,75,688,0,Extract Method,Extract Method	private createSimpleReservationUpdateRequest(numRequests int, numContainers int, arrival long, deadline long, duration long, recurrence String) : ReservationUpdateRequest extracted from private createSimpleReservationUpdateRequest(numRequests int, numContainers int, arrival long, deadline long, duration long) : ReservationUpdateRequest in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestReservationInputValidator"
"b29894889742dda654cd88a7ce72a4e51fccb328,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/blockmanagement/TestDatanodeManager.java,TestDatanodeManager.java,12,15539.482792339493,24,1,0,2,1,1,10,9,1,4,64,30,312,43,8,14534.341513720918,39,1,0,2,1,1,14,12,2,15,88,37,474,89,Extract Method,Extract Method	private verifyPendingRecoveryTasks(numReplicationBlocks int, numECBlocks int, maxTransfers int, numReplicationTasks int, numECTasks int) : void extracted from public testPendingRecoveryTasks() : void in class org.apache.hadoop.hdfs.server.blockmanagement.TestDatanodeManager"
"76fbeed997e2c49150bce6c1b35e24fd20ff5e4f,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,0,29987.020276087147,26,2,0,0,0,0,27,19,1,16,90,49,670,351,0,25989.923298130274,26,2,0,0,0,0,30,21,1,17,93,52,740,435,Extract Method,Extract Method	private putCmdWithReturn(filename String, command String, params String) : HttpURLConnection extracted from private putCmd(filename String, command String, params String) : void in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"d0bd0f623338dbb558d0dee5e747001d825d92c5,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,0,30908.786120780955,26,2,0,0,0,0,27,19,1,16,90,49,670,351,0,26859.187046826257,28,2,0,0,0,0,34,22,1,17,98,59,793,561,Extract Method,Extract Method	private putCmdWithReturn(filename String, command String, params String) : HttpURLConnection extracted from private putCmd(filename String, command String, params String) : void in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"d0bd0f623338dbb558d0dee5e747001d825d92c5,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/blockmanagement/TestDatanodeManager.java,TestDatanodeManager.java,12,15539.482792339493,24,1,0,2,1,1,10,9,1,4,64,30,312,43,8,14534.341513720918,39,1,0,2,1,1,14,12,2,15,88,37,474,89,Extract Method,Extract Method	private verifyPendingRecoveryTasks(numReplicationBlocks int, numECBlocks int, maxTransfers int, numReplicationTasks int, numECTasks int) : void extracted from public testPendingRecoveryTasks() : void in class org.apache.hadoop.hdfs.server.blockmanagement.TestDatanodeManager"
"d0bd0f623338dbb558d0dee5e747001d825d92c5,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,TestJobImpl.java,0,42367.277581895774,69,8,0,13,0,2,42,33,8,80,101,92,925,1075,0,39450.05565957674,85,8,0,13,0,2,44,35,8,93,124,106,1074,1205,Extract Method,Extract Method	private createSpiedMapTasks(nodeReportsToTaskIds Map<NodeReport,TaskId>, spiedTasks Map<TaskId,Task>, job JobImpl, nodeState NodeState, nodeReports List<NodeReport>) : void extracted from public testUnusableNodeTransition() : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl"
"d0bd0f623338dbb558d0dee5e747001d825d92c5,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestReservationInputValidator.java,TestReservationInputValidator.java,2,20891.49418497501,31,1,0,7,0,2,27,25,0,18,42,58,539,0,0,18441.038695890653,33,1,0,7,0,2,36,33,0,21,47,75,690,0,Extract Method,Extract Method	private createSimpleReservationUpdateRequest(numRequests int, numContainers int, arrival long, deadline long, duration long, recurrence String) : ReservationUpdateRequest extracted from private createSimpleReservationUpdateRequest(numRequests int, numContainers int, arrival long, deadline long, duration long) : ReservationUpdateRequest in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestReservationInputValidator"
"4b2c442d4e34f4708fa2ca442208427ca10798c1,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/TestDirectoryScanner.java,TestDirectoryScanner.java,0,31677.331113565473,23,1,0,14,0,7,39,20,0,13,93,86,613,347,0,29697.282149953407,37,1,0,14,0,7,49,29,0,21,119,108,902,693,Extract Method,Extract Method	private verifyStats(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void extracted from private scan(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void in class org.apache.hadoop.hdfs.server.datanode.TestDirectoryScanner"
"2cae387402392f9dadadc95b9bc1677d93515758,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/TestDirectoryScanner.java,TestDirectoryScanner.java,0,30692.830438445693,23,1,0,14,0,7,39,20,0,13,93,86,613,347,0,28726.43236719872,33,1,0,14,0,7,47,27,0,20,112,105,878,596,Extract Method,Extract Method	private verifyStats(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void extracted from private scan(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void in class org.apache.hadoop.hdfs.server.datanode.TestDirectoryScanner"
"22fb9bb843b870900022b35c8a9f6f1bc781c8a0,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/TestDirectoryScanner.java,TestDirectoryScanner.java,0,30349.22265303422,23,1,0,14,0,7,39,20,0,13,93,86,613,347,0,28331.832207788466,29,1,0,14,0,7,44,24,0,20,112,102,863,458,Extract Method,Extract Method	private verifyStats(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void extracted from private scan(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void in class org.apache.hadoop.hdfs.server.datanode.TestDirectoryScanner"
"4b85d38f6052ed59b848f9a8f5caa5be2a1595f8,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/TestDirectoryScanner.java,TestDirectoryScanner.java,0,30349.22265303422,23,1,0,14,0,7,39,20,0,13,93,86,613,347,0,28331.832207788466,29,1,0,14,0,7,44,24,0,20,112,102,863,458,Extract Method,Extract Method	private verifyStats(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void extracted from private scan(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void in class org.apache.hadoop.hdfs.server.datanode.TestDirectoryScanner"
"b89ffcff362a872013f5d96c1fb76e0731402db4,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/tools/TestDFSAdmin.java,TestDFSAdmin.java,16,26747.363411368555,13,1,0,4,0,0,8,4,0,1,50,25,194,4,0,22976.566197091564,30,1,0,10,0,3,25,13,2,21,120,58,646,193,Extract Method,Extract Method	private waitForCorruptBlock(miniCluster MiniDFSCluster, client DFSClient, file Path) : void extracted from public testReportCommand() : void in class org.apache.hadoop.hdfs.tools.TestDFSAdmin"
"3f5c67df7707f700f2df379af32ba1bea607d28b,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,TestJobImpl.java,0,41042.53103888869,69,8,0,13,0,2,42,33,8,80,101,92,925,1075,0,38135.411566129704,83,8,0,13,0,2,43,34,8,88,120,105,1045,1152,Extract Method,Extract Method	private createSpiedMapTasks(nodeReportsToTaskIds Map<NodeReport,TaskId>, spiedTasks Map<TaskId,Task>, job JobImpl, nodeState NodeState, nodeReports List<NodeReport>) : void extracted from public testUnusableNodeTransition() : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl"
"78a80ff9d45d246d2afac00317158372838e0a51,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/jobhistory/TestJobHistoryEventHandler.java,TestJobHistoryEventHandler.java,0,40751.602748554826,58,3,0,17,0,3,34,24,2,6,102,48,801,495,0,40051.617558928796,59,3,0,17,0,3,40,28,3,7,122,55,953,648,Extract Method,Extract Method	private mockJob() : Job extracted from private mockAppContext(appId ApplicationId, isLastAMRetry boolean) : AppContext in class org.apache.hadoop.mapreduce.jobhistory.TestJobHistoryEventHandler"
"84bebc867ec1dcb761bcb6bb1628748d71dba1e3,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/resource/TestResourceCalculator.java,TestResourceCalculator.java,27,13986.339529320161,9,1,0,1,0,0,4,3,1,1,10,6,100,0,20,6145.529198579908,9,1,0,1,0,0,6,5,1,1,17,28,195,0,Rename Method,Rename Method	public testResourceCalculatorCompareMethod() : void renamed to public testCompareWithEmptyCluster() : void in class org.apache.hadoop.yarn.util.resource.TestResourceCalculator"
"b0c6219f5b4982866869b8ecef3b5d79141e455d,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/resource/TestResourceCalculator.java,TestResourceCalculator.java,27,13943.082809126388,9,1,0,1,0,0,4,3,1,1,10,6,100,0,9,13986.339529320161,11,1,0,1,0,0,15,8,2,3,30,47,340,49,Rename Method,Rename Method	public setup() : void renamed to private setupExtraResource() : void in class org.apache.hadoop.yarn.util.resource.TestResourceCalculator"
"11e5f54fee519980dcd82211125b15cb9bfeb0e4,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/blockmanagement/TestDatanodeManager.java,TestDatanodeManager.java,12,15539.482792339493,24,1,0,2,1,1,10,9,1,4,64,30,312,43,8,14534.341513720918,39,1,0,2,1,1,14,12,2,15,88,37,474,89,Extract Method,Extract Method	private verifyPendingRecoveryTasks(numReplicationBlocks int, numECBlocks int, maxTransfers int, numReplicationTasks int, numECTasks int) : void extracted from public testPendingRecoveryTasks() : void in class org.apache.hadoop.hdfs.server.blockmanagement.TestDatanodeManager"
"11e5f54fee519980dcd82211125b15cb9bfeb0e4,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/TestDirectoryScanner.java,TestDirectoryScanner.java,0,31677.331113565473,23,1,0,14,0,7,39,20,0,13,93,86,613,347,0,29697.282149953407,37,1,0,14,0,7,49,29,0,21,119,108,902,693,Extract Method,Extract Method	private verifyStats(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void extracted from private scan(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void in class org.apache.hadoop.hdfs.server.datanode.TestDirectoryScanner"
"11e5f54fee519980dcd82211125b15cb9bfeb0e4,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/tools/TestDFSAdmin.java,TestDFSAdmin.java,16,26747.363411368555,13,1,0,4,0,0,8,4,0,1,50,25,194,4,0,22976.566197091564,30,1,0,10,0,3,25,13,2,21,120,58,646,193,Extract Method,Extract Method	private waitForCorruptBlock(miniCluster MiniDFSCluster, client DFSClient, file Path) : void extracted from public testReportCommand() : void in class org.apache.hadoop.hdfs.tools.TestDFSAdmin"
"2fce0fa8d7c777a5374ee79e1a8e968b7319522a,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,TestJobImpl.java,0,42319.142093642484,69,8,0,13,0,2,42,33,8,80,101,92,925,1075,0,39402.481416974,85,8,0,13,0,2,44,35,8,93,123,106,1074,1205,Extract Method,Extract Method	private createSpiedMapTasks(nodeReportsToTaskIds Map<NodeReport,TaskId>, spiedTasks Map<TaskId,Task>, job JobImpl, nodeState NodeState, nodeReports List<NodeReport>) : void extracted from public testUnusableNodeTransition() : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl"
"59f1ca725822e444b022f09a70ccacf6fe5bbe8c,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,TestJobImpl.java,0,42367.277581895774,69,8,0,13,0,2,42,33,8,80,101,92,925,1075,0,39450.05565957674,85,8,0,13,0,2,44,35,8,93,124,106,1074,1205,Extract Method,Extract Method	private createSpiedMapTasks(nodeReportsToTaskIds Map<NodeReport,TaskId>, spiedTasks Map<TaskId,Task>, job JobImpl, nodeState NodeState, nodeReports List<NodeReport>) : void extracted from public testUnusableNodeTransition() : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl"
"c53d351f3443c37a7142cb87f09b725fac97aadb,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,TestJobImpl.java,0,42319.142093642484,69,8,0,13,0,2,42,33,8,80,101,92,925,1075,0,39402.481416974,85,8,0,13,0,2,44,35,8,93,123,106,1074,1205,Extract Method,Extract Method	private createSpiedMapTasks(nodeReportsToTaskIds Map<NodeReport,TaskId>, spiedTasks Map<TaskId,Task>, job JobImpl, nodeState NodeState, nodeReports List<NodeReport>) : void extracted from public testUnusableNodeTransition() : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestJobImpl"
"ac5f01c3168125bc061c6982ac2b88e29da975c5,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/TestDirectoryScanner.java,TestDirectoryScanner.java,0,31677.331113565473,23,1,0,14,0,7,39,20,0,13,93,86,613,347,0,29697.282149953407,37,1,0,14,0,7,49,29,0,21,119,108,902,693,Extract Method,Extract Method	private verifyStats(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void extracted from private scan(totalBlocks long, diffsize int, missingMetaFile long, missingBlockFile long, missingMemoryBlocks long, mismatchBlocks long, duplicateBlocks long) : void in class org.apache.hadoop.hdfs.server.datanode.TestDirectoryScanner"
"ac5f01c3168125bc061c6982ac2b88e29da975c5,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/tools/TestDFSAdmin.java,TestDFSAdmin.java,16,26971.845524835666,13,1,0,4,0,0,8,4,0,1,50,25,194,4,0,23204.995973087818,30,1,0,10,0,3,25,13,2,21,122,58,649,193,Extract Method,Extract Method	private waitForCorruptBlock(miniCluster MiniDFSCluster, client DFSClient, file Path) : void extracted from public testReportCommand() : void in class org.apache.hadoop.hdfs.tools.TestDFSAdmin"
"7996eca7dcfaa1bdf970e32022274f2699bef8a1,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestInMemoryPlan.java,TestInMemoryPlan.java,5,26601.016671727964,32,1,0,11,0,0,13,10,0,9,44,43,487,0,2,21167.121433234995,36,1,0,12,0,0,22,16,0,16,54,54,602,0,Extract Method,Extract Method	private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean, recurrenceExp String) : ReservationAllocation extracted from private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean) : ReservationAllocation in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestInMemoryPlan"
"80516b3de79e9aac4dba1374638257b4611f199e,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestInMemoryPlan.java,TestInMemoryPlan.java,5,26601.016671727964,32,1,0,11,0,0,13,10,0,9,44,43,487,0,2,21167.121433234995,36,1,0,12,0,0,22,16,0,16,54,54,602,0,Extract Method,Extract Method	private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean, recurrenceExp String) : ReservationAllocation extracted from private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean) : ReservationAllocation in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestInMemoryPlan"
"92d9ad77612c185c5b8ccabc59fdf2118e07f025,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestInMemoryPlan.java,TestInMemoryPlan.java,5,21167.121433234995,32,1,0,11,0,0,13,10,0,9,44,43,487,0,0,26601.016671727964,39,1,0,13,0,0,27,19,0,23,66,71,732,0,Inline Method,Inline Method	private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean, recurrenceExp String) : ReservationAllocation inlined to private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean) : ReservationAllocation in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestInMemoryPlan"
"2f8f73926439ae0104c0d54c98b91a41c11578b0,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/reservation/TestInMemoryPlan.java,TestInMemoryPlan.java,5,26601.016671727964,32,1,0,11,0,0,13,10,0,9,44,43,487,0,2,21167.121433234995,36,1,0,12,0,0,22,16,0,16,54,54,602,0,Extract Method,Extract Method	private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean, recurrenceExp String) : ReservationAllocation extracted from private createReservationAllocation(reservationID ReservationId, start int, alloc int[], isStep boolean) : ReservationAllocation in class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestInMemoryPlan"
